"N.Registro";"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Posada Real";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"05/000343";"Hotel Rural";"4ª - 4 Estrellas";"ALTO GREDOS";"Carretera CARRETERA DE LA PLATAFORMA, S/N.";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"HOYOS DEL ESPINO";"920349001";"627500246";"";"fmorales@cordialbus.es";"";"";"";"";"20";"-5,1753666";"40,3544073";"";
"05/000346";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA CASA VIEJA";"Calle NEVERITAS 21";"05500";"Ávila";"Piedrahíta";"PIEDRAHITA";"PIEDRAHITA";"920 206204";"699044399";"";"femayoral@gmail.com";"";"";"";"";"10";"-5,3272334";"40,4646981";"Si";
"05/000347";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL ZAPATERO DE SEXIFIRMO";"Calle TEJEDORES 4";"05500";"Ávila";"Piedrahíta";"PIEDRAHITA";"PIEDRAHITA";"686570249";"686570249";"";"sexifirmo@hotmsil.com";"";"";"";"";"4";"-5,3280345";"40,4644308";"";
"05/000348";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"RISCO DEL FRAILE";"Carretera PLATAFORMA S/N";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"HOYOS DEL ESPINO";"920349001";"627500246";"";"fmorales@cordialbus.es";"";"";"";"";"4";"-5,17616";"40,347372";"";
"05/000349";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"PRADO POZAS";"Carretera DE LA PLATAFORMA S/N";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"HOYOS DEL ESPINO";"920349001";"627500246";"";"fmorales@cordialbus.es";"";"";"";"";"4";"-5,17616";"40,347372";"";
"40/000113";"Casa Rural";"3ª - 3 Estrellas";"ESTACIO";"Calle FRAY ANTONIO 37";"40150";"Segovia";"Villacastín";"VILLACASTIN";"VILLACASTIN";"921198698";"615584777";"";"info@casaestacio.com";"www.casaestacio.com";"";"";"";"7";"-4,4130341";"40,7748526";"";
"05/000350";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL MOREZON";"Carretera DE LA PLATAFORMA S/N";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"HOYOS DEL ESPINO";"920349001";"627500246";"";"fmorales@cordialbus.es";"";"";"";"";"4";"-5,17616";"40,347372";"";
"05/000351";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASQUERAZO";"Carretera PLATAFORMA S/N";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"HOYOS DEL ESPINO";"920349001";"627500246";"";"fmorales@cordialbus.es";"";"";"";"";"4";"-5,17616";"40,347372";"";
"24/000273";"Hotel Rural";"3ª - 3 Estrellas";"LA BOLERA";"Plaza DE LA IGLESIA 4";"24139";"León";"Villablino";"ROBLES DE LACIANA";"ROBLES DE LACIANA";"987483060";"677331040";"";"hotel@hotelrurallabolera.es";"WWW.HOTELRURALLABOLERA.ES";"Si";"";"";"18";"-6,274177";"42,9408647";"Si";
"49/000078";"Posada";"3ª - 3 Estrellas";"LA POSADA DE LA PUEBLA";"Plaza Mayor 3";"49300";"Zamora";"Puebla de Sanabria";"PUEBLA DE SANABRIA";"PUEBLA DE SANABRIA";"620154591";"980620347";"";"posadadelapuebla@gmail.com";"www.laposadadelavilla.com";"";"";"";"6";"-6,6340983";"42,0539606";"Si";
"34/000159";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASA FONTECHA A";"Calle DEL CAÑO Nº 4";"34110";"Palencia";"Pino del Río";"PINO DEL RIO";"PINO DEL RIO";"610676152";"979890559";"";"www.casafontecha@yahoo.es";"www.geo.ya.com/casafontecha";"";"";"";"6";"-4,8085273";"42,6440651";"";
"34/000160";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASA FONTECHA B";"Calle DEL CAÑO Nº 4";"34110";"Palencia";"Pino del Río";"PINO DEL RIO";"PINO DEL RIO";"610676152";"979890559";"";"www.casafontecha@yahoo.es";"www.geo.ya.com/casafontecha";"";"";"";"8";"-4,8085273";"42,6440651";"";
"24/000274";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASA RIOLOSEROS";"Calle LA VARGA, 19";"24882";"León";"Valderrueda";"VILLACORTA";"VILLACORTA";"987110008";"619851867";"";"danirioloseros@gmail.com";"www.rioloseros.com";"";"";"";"10";"-4,9466203";"42,8160839";"";
"24/000276";"Casa Rural de Alquiler";"1ª - 1 Estrella";"CASA EL SUSURRO";"Calle LA PLAZA 0";"24415";"León";"Ponferrada";"VILLANUEVA DE VALDUEZA";"VILLANUEVA DE VALDUEZA";"657650146";"";"";"info@casaelsusurro.com";"www.casaelsusurro.com";"";"";"";"5";"-6,584683";"42,48891";"";
"24/000277";"Casa Rural de Alquiler";"1ª - 1 Estrella";"EL PIÑEO";"Calle LA PRESA S/N";"24415";"León";"Ponferrada";"VILLANUEVA DE VALDUEZA";"VILLANUEVA DE VALDUEZA";"987424064";"625616137";"";"crural@elpineo.com";"www.elpineo.com";"";"";"";"5";"-6,58412";"42,488713";"";
"37/000222";"Hotel Rural";"4ª - 4 Estrellas";"EL ROCAL";"Plaza PLAZA DEL MERCADO, S/N";"37100";"Salamanca";"Ledesma";"LEDESMA";"LEDESMA";"923570906";"";"";"informacion@elrocal.net";"www.elrocal.net";"";"";"";"48";"-6,002538";"41,088079";"Si";
"37/000223";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA CASA DE TIA MATILDE";"Calle SANTIAGO VICENTE SALVADOR 14";"37175";"Salamanca";"Pereña de la Ribera";"PEREÑA";"PEREÑA";"626858222";"654751822";"";"reservas@lacasadetiamatilde.com";"www.lacasadetiamatilde.com";"";"";"";"5";"-6,5233579";"41,2407263";"";
"05/000353";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"MIRA AL CENTRO DE GREDOS";"Calle SOLANILLA 26";"05633";"Ávila";"San Juan de Gredos";"NAVACEPEDA DE TORMES";"NAVACEPEDA DE TORMES";"658961479";"920349224";"";"";"";"";"";"";"4";"-5,2662123";"40,3765164";"Si";
"05/000354";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"VALDENEGRO I";"Calle VALDENEGRO 34";"05695";"Ávila";"Horcajada (La)";"HORCAJADA (LA)";"HORCAJADA (LA)";"920364001";"";"";"ayto.lahorcajada@gmail.com";"www.lahorcajada.org";"";"";"";"5";"-5,4701546";"40,4346258";"Si";
"05/000355";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"VALDENEGRO II";"Calle VALDENEGRO 32";"05695";"Ávila";"Horcajada (La)";"HORCAJADA (LA)";"HORCAJADA (LA)";"920364001";"";"";"ayto.lahorcajada@gmail.com";"www.lahorcajada.org";"";"";"";"5";"-5,4701546";"40,4346258";"Si";
"05/000356";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"VALDENEGRO III";"Calle VALDENEGRO 38";"05695";"Ávila";"Horcajada (La)";"HORCAJADA (LA)";"HORCAJADA (LA)";"920364001";"";"";"ayto.lahorcajada@gmail.com";"www.lahorcajada.org";"";"";"";"5";"-5,4701546";"40,4346258";"Si";
"42/000101";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL CARRASCAL";"Calle LAS ANGUSTIAS 13";"42148";"Soria";"Casarejos";"CASAREJOS";"CASAREJOS";"975372140";"625669344";"";"casarejosrural@geomundos.com";"http://casarejosrural.webcindario.com";"";"";"";"8";"-3,031939";"41,795955";"";
"24/000279";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA CASINA DE LA FUENTE";"Calle LA FUENTE, 3";"24722";"León";"Santa Colomba de Somoza";"SANTA MARINA DE SOMOZA";"SANTA MARINA DE SOMOZA";"987635103";"619608777";"";"casarural@lacasinadelafuente.es";"";"";"";"";"4";"-6,271243";"42,463858";"Si";
"05/000359";"Casa Rural";"4ª - 4 Estrellas";"EL BURGUILLO";"Paraje REVUELTA GRANDE";"05270";"Ávila";"Tiemblo (El)";"TIEMBLO (EL)";"TIEMBLO (EL)";"918625853";"600860667";"";"";"";"";"";"";"16";"-4,5015491";"40,4133613";"Si";
"49/000081";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LOS MILLARES";"Poblado Moncabril s/n";"49362";"Zamora";"Galende";"RIBADELAGO";"RIBADELAGO";"980626747";"630892149";"";"reservas@donpepesanabria.com";"www.donpepesanabria.com";"";"";"";"10";"-6,755203";"42,122505";"";
"24/000280";"Casa Rural";"1ª - 1 Estrella";"FUENTESIL";"Calle REAL, 10";"24139";"León";"Villablino";"ROBLES DE LACIANA";"ROBLES DE LACIANA";"987470350";"";"";"fuentesil@hotmail.com";"";"";"";"";"4";"-6,271939";"42,940392";"";
"47/000062";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL CALLEJÓN DEL BOTE";"Calle MAYOR 10";"47164";"Valladolid";"San Miguel del Arroyo";"SANTIAGO DEL ARROYO";"SANTIAGO DEL ARROYO";"619655039";"983697164";"";"info@elcallejondelbote.com";"www.elcallejóndelbote.com";"";"";"";"10";"-4,5186922";"41,4505849";"Si";
"49/000082";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LAS VIRTUDES I";"Calle Vendimia 25";"49216";"Zamora";"Bermillo de Sayago";"TORREFRADES";"TORREFRADES";"618123226";"675229297";"";"casasruraleslasvirtudes.zamora@gmail.com";"";"";"";"";"10";"-6,0563671";"41,3458615";"Si";
"40/000116";"Casa Rural de Alojamiento Compartido";"3ª - 3 Estrellas";"LA PANERA";"Calle LA PANERA 14";"40315";"Segovia";"Castrojimeno";"CASTROJIMENO";"CASTROJIMENO";"609354419";"914130637";"";"casarural-lapanera@casarural-lapanera.com";"www.casarural-lapanera.com";"";"";"";"6";"-3,8467148";"41,3963797";"Si";
"40/000117";"Casa Rural";"2ª - 2 Estrellas";"SIETE PICOS";"Calle SEGUNDA S/N";"40109";"Segovia";"Real Sitio de San Ildefonso";"VALSAIN";"VALSAIN";"921470548";"656868610";"";"info@valsain.com";"www.valsain.com";"";"";"";"2";"-4,0124048";"40,8926738";"Si";
"40/000118";"Casa Rural";"2ª - 2 Estrellas";"PEÑALARA";"Calle SEGUNDA S/N";"40109";"Segovia";"Real Sitio de San Ildefonso";"VALSAIN";"VALSAIN";"921470548";"656868610";"";"inf@valsain.com";"www.valsain.com";"";"";"";"4";"-4,0124048";"40,8926738";"Si";
"40/000119";"Casa Rural";"2ª - 2 Estrellas";"MONTON DE TRIGO";"Calle SEGUNDA S/N";"40109";"Segovia";"Real Sitio de San Ildefonso";"VALSAIN";"VALSAIN";"921470548";"656868610";"";"info@valsain.com";"www.valsain.com";"";"";"";"4";"-4,0124048";"40,8926738";"Si";
"40/000120";"Casa Rural";"2ª - 2 Estrellas";"LA SILLA DEL REY";"Calle SEGUNDA S/N";"40109";"Segovia";"Real Sitio de San Ildefonso";"VALSAIN";"VALSAIN";"921470548";"";"";"info@valsain.com";"www.valsain.com";"";"";"";"4";"-4,0124048";"40,8926738";"Si";
"40/000121";"Casa Rural";"3ª - 3 Estrellas";"LA MORADA DEL CURA";"Calle BODEGAS 9";"40356";"Segovia";"Calabazas de Fuentidueña";"CALABAZAS DE FUENTIDUEÑA";"CALABAZAS DE FUENTIDUEÑA";"639347946";"";"";"MARCELINO19001@HOTMAIL.ES";"";"";"";"";"11";"-4,0099967";"41,4452605";"";
"24/000281";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL CALEYO";"Carretera TORENO, 25";"24438";"León";"Berlanga del Bierzo";"BERLANGA DEL BIERZO";"BERLANGA DEL BIERZO";"616913892";"616913893";"";"elcaleyo@hotmail.es";"";"";"";"";"2";"-6,6072867";"42,7309372";"Si";
"37/000229";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VILLACONDAL DEL TORMES";"Calle ALBA 18";"37893";"Salamanca";"Villagonzalo de Tormes";"VILLAGONZALO DE TORMES";"VILLAGONZALO DE TORMES";"923372039";"660483876";"";"raulcruzsanchez@hotmail.es";"www.villacondal del tormes.com";"";"";"";"5";"-5,4990088";"40,8918279";"";
"34/000163";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"VALRURAL LOS ABEDULES";"Plaza LA IGLESIA S/N";"34811";"Palencia";"Aguilar de Campoo";"CANDUELA";"CANDUELA";"979748827";"655644688";"";"valrural@valrural.com";"www.valrural.com";"";"";"";"16";"-4,272319";"42,7899486";"";
"05/000364";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL HIGUERAL DE LAS SAYUELAS - CUELLO DAMA";"Paraje DE LAS SAYUELAS S/N";"05489";"Ávila";"Candeleda";"RASO (EL)";"RASO (EL)";"670232814";"920 389810";"";"higueraldelasayuela7@gmail.com";"www.higueraldelasayuela.com";"";"";"";"3";"-5,321917";"40,171458";"Si";
"37/000230";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA TRAMONERA II";"Calle POSTIGO 2";"37671";"Salamanca";"San Esteban de la Sierra";"SAN ESTEBAN DE LA SIERRA";"SAN ESTEBAN DE LA SIERRA";"923435250";"605383712";"";"latramonera@yahoo.es";"";"";"";"";"2";"-5,9056565";"40,5066345";"";
"05/000366";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"LA LAGUNA";"Calle CORRAL 1  Bajo";"05691";"Ávila";"Solana de Ávila";"LOROS (LOS)";"LOROS (LOS)";"608303400";"";"";"tancampantes@gmail.com";"";"";"";"";"2";"-5,5984271";"40,3479327";"";
"47/000063";"Casa Rural";"3ª - 3 Estrellas";"PEDRO";"Calle C/ ONÉSIMO REDONDO, 8";"47315";"Valladolid";"Pesquera de Duero";"PESQUERA DE DUERO";"PESQUERA DE DUERO";"609909985";"983881427";"";"artesaniaspesquera@gmail.com";"";"";"";"";"10";"-4,1559619";"41,642349";"";
"47/000064";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL CAMINO";"Calle  REAL DE CUELLAR, 28";"47320";"Valladolid";"Montemayor de Pililla";"MONTEMAYOR DE PILILLA";"MONTEMAYOR DE PILILLA";"607209903";"691814508";"607209903";"casaruralelcamino@hotmail.com";"";"";"";"";"5";"-4,4570342";"41,5084135";"";
"05/000367";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL PATIO CHICO";"Calle CORRAL 1  1º";"05691";"Ávila";"Solana de Ávila";"LOROS (LOS)";"LOROS (LOS)";"608303400";"";"";"tancampantes@gmail.com";"";"";"";"";"2";"-5,5984271";"40,3479327";"";
"42/000104";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL PORCHE";"Calle REAL S/N";"42145";"Soria";"Cidones";"VILLAVERDE DEL MONTE";"VILLAVERDE DEL MONTE";"636307275";"";"";"jobordo35@hotmail.com";"www.elporche.com";"";"";"";"6";"-2,668631";"41,813051";"";
"05/000370";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"CASA RASPA";"Calle REGUERO  (SITIO DEL PRADO) 3";"05130";"Ávila";"Solosancho";"BATERNA";"BATERNA";"920291157";"646289502";"";"casaraspabaterna@gmail.com";"";"";"";"";"4";"-4,9041177";"40,5526241";"Si";
"09/000187";"Casa Rural de Alojamiento Compartido";"4ª - 4 Estrellas";"QUINTA TERMINO";"Carretera Pancorbo-Puentelarra s/n";"09219";"Burgos";"Santa Gadea del Cid";"SANTA GADEA DEL CID";"SANTA GADEA DEL CID";"628548869";"";"";"quintatermino@yahoo.es";"www.quintatermino.com";"";"";"";"8";"-3,054995";"42,719678";"Si";
"05/000371";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"ENCINARES I";"Calle PRADILLO 5";"05160";"Ávila";"Ávila";"NARRILLOS DE SAN LEONARDO";"NARRILLOS DE SAN LEONARDO";"659084525";"920253534";"";"casas-encinares@gmail.com";"";"";"";"";"7";"-4,7247687";"40,6952109";"Si";
"05/000372";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"ENCINARES II";"Calle PRADILLO 3";"05160";"Ávila";"Ávila";"NARRILLOS DE SAN LEONARDO";"NARRILLOS DE SAN LEONARDO";"659084525";"920253534";"";"casas-encinares@gmail.com";"www.toprural.com/casasencianres";"";"";"";"7";"-4,7247687";"40,6952109";"Si";
"49/000083";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"SAN JUSTO";"Calle Puenteciella 6";"49358";"Zamora";"San Justo";"SAN JUSTO";"SAN JUSTO";"676971914";"";"";"info@sanabriarurales.com";"www.sanabriarurales.com";"";"";"";"5";"-6,623252";"42,13078";"Si";
"40/000124";"Casa Rural";"4ª - 4 Estrellas";"LA FUENTE";"Calle LA FUENTE 5";"40185";"Segovia";"Cubillo";"CUBILLO";"CUBILLO";"921434095";"";"";"lafuente@lafuentecasarural.com";"www.lafuentecasarural.com";"";"";"";"10";"-3,9088654";"41,1219588";"Si";
"37/000231";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"ARROAL";"Calle PINO 46   A";"37657";"Salamanca";"Sotoserrano";"SOTOSERRANO";"SOTOSERRANO";"923422005";"610648359";"";"arroal@arroal.com";"www.arroal.com";"";"";"";"6";"-6,0337203";"40,4371512";"Si";
"09/000189";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA ESTACIÓN";"Carretera N-122, Km, 250";"09491";"Burgos";"Vid y Barrios (La)";"ZUZONES";"ZUZONES";"639712682";"";"";"laestaciondelavid@gmail.com";"";"";"";"";"6";"-3,473747";"41,626636";"";
"09/000188";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"BIGOTES";"Calle Wolta 14";"09199";"Burgos";"Arlanzón";"ARLANZON";"ARLANZON";"678606333";"";"";"info@casaruralbigotes.com";"www.casaruralbigotes.com";"";"";"";"6";"-3,4579856";"42,3224235";"";
"09/000190";"Casa Rural";"3ª - 3 Estrellas";"JUDERIA";"Calle Los Corrales 3";"09340";"Burgos";"Lerma";"LERMA";"LERMA";"607185472";"";"";"reservas@crjuderia.com";"";"";"";"";"8";"-3,7587923";"42,0256378";"";
"42/000105";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"CAÑÓN DEL RIO LOBOS II";"Carretera SAN LEONARDO 23";"42148";"Soria";"Casarejos";"CASAREJOS";"CASAREJOS";"975376596";"654232887";"";"info@canonderiolobos.com";"www.canonderiolobos.com";"";"";"";"6";"-2,9161494";"41,7816202";"";
"05/000373";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA CASA VIEJA";"Calle LA IGLESIA 13";"05416";"Ávila";"Arenal (El)";"ARENAL (EL)";"ARENAL (EL)";"687535557";"";"";"infolacasavieja@gmail.com";"www.lacasavieja-arenal.com";"";"";"";"5";"-5,0854682";"40,2668409";"";
"05/000374";"Hotel Rural";"4ª - 4 Estrellas";"CASA CRISOL";"Paraje SABINA S/N";"05400";"Ávila";"Arenas de San Pedro";"ARENAS DE SAN PEDRO";"ARENAS DE SAN PEDRO";"920 37 07 70";"607781058";"";"casacrisol@gmail.com";"www.casacrisol.com";"";"";"";"10";"-5,0803387";"40,203313";"";
"47/000065";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LA TATA";"Calle ABADÍA 4";"47330";"Valladolid";"Traspinedo";"TRASPINEDO";"TRASPINEDO";"983682644";"656828320";"";"info@latata.es";"www.latata.es";"";"";"";"6";"-4,475785";"41,575203";"";
"37/000234";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASTELLANA";"Calle BARRIO NUEVO, 1";"37658";"Salamanca";"Villanueva del Conde";"VILLANUEVA DEL CONDE";"VILLANUEVA DEL CONDE";"923437112";"677510374";"";"casaplacita@hotmail.com";"www.sierradesalamanca.com";"";"";"";"4";"-6,012508";"40,512111";"";
"37/000235";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"CASA  ALAMO";"Plaza OBISPO MARIJUAN 24  2º";"37658";"Salamanca";"Villanueva del Conde";"VILLANUEVA DEL CONDE";"VILLANUEVA DEL CONDE";"923427112";"677510374";"";"casaplacita@hotmail.com";"www.sierradesalamanca.com";"";"";"";"4";"-6,012776";"40,509866";"";
"34/000165";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"ANTONIO Y MARCELINO";"Calle MAGRISTRAL  AGUADO 14  1";"34440";"Palencia";"Frómista";"FROMISTA";"FROMISTA";"979810148";"626959079";"635460641";"info@casruralserviarias.com";"www.casaruralserviarias.com";"";"";"";"4";"-4,407063";"42,2676973";"";
"05/000375";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA BUHARDILLA DE GREDOS";"Plaza DE LA CRUZ 7";"05635";"Ávila";"Navarredonda de Gredos";"NAVARREDONDA DE GREDOS";"NAVARREDONDA DE GREDOS";"920348388";"687695835";"";"lacruzasun@hotmail.com";"";"";"";"";"8";"-5,1355014";"40,3623099";"Si";
"37/000236";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LOS CHOPOS";"Carretera SALAMANCA 5";"37727";"Salamanca";"Montemayor del Río";"MONTEMAYOR DEL RIO";"MONTEMAYOR DEL RIO";"923401320";"659423283";"";"casaloschopos@hotmail.com";"www.casaloschopos.com";"";"";"";"6";"-5,8948721";"40,3486967";"";
"05/000378";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"LA OLMA";"Plaza CONSTITUCIÓN 9";"05213";"Ávila";"Langa";"LANGA";"LANGA";"920 20 62 04";"685886664";"";"casasdegredos@diputacionavila.es";"www.casasgredos.com";"";"";"";"6";"-4,8590399";"41,0073656";"";
"42/000106";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"REYES CATOLICOS";"Calle REYES CATOLICOS 4";"42140";"Soria";"San Leonardo de Yagüe";"SAN LEONARDO DE YAGÜE";"SAN LEONARDO DE YAGÜE";"975376113";"";"";"sofia@casaruralrrcc.com";"www.casaruralrrcc.com";"";"";"";"5";"-3,0741783";"41,8327012";"";
"09/000192";"Casa Rural";"3ª - 3 Estrellas";"HUMILLADERO";"Calle Alta 36";"09123";"Burgos";"Sasamón";"SASAMON";"SASAMON";"947370001";"";"";"pabloburgosrodri@yahoo.es";"";"";"";"";"12";"-4,0401754";"42,4183672";"";
"24/000285";"Hotel Rural";"2ª - 2 Estrellas";"CAMARGA";"Calle LA ERMITA, S/N";"24732";"León";"Santiago Millas";"SANTIAGO MILLAS";"SANTIAGO MILLAS";"656395158";"";"";"INFO@CAMARGA.ES";"www.camarga.es";"";"";"";"16";"-6,1054091";"42,382732";"Si";
"24/000287";"Casa Rural de Alojamiento Compartido";"4ª - 4 Estrellas";"PILAR FRADE";"Calle CAMINO DE SANTIAGO 34";"24523";"León";"Trabadelo";"TRABADELO";"TRABADELO";"649844307";"";"";"";"";"";"";"";"10";"-6,8813079";"42,6493995";"Si";
"42/000107";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"SIERRA CEBOLLERA";"Calle PONTON 3";"42165";"Soria";"Sotillo del Rincón";"MOLINOS DE RAZON";"MOLINOS DE RAZON";"629110612";"";"";"pazvallerazon@hotmail.com";"www.casasierracebollera.com";"";"";"";"5";"-2,6018192";"41,9496353";"";
"24/000291";"Hotel Rural";"3ª - 3 Estrellas";"EL MOLINO DE LA ROPERIA";"Calle LA ROPERIA, s/n";"24836";"León";"Matallana de Torío";"SERRILLA";"SERRILLA";"987578347";"619465699";"";"info@elmolinodelaroperia.es";"";"";"";"";"18";"-5,5163705";"42,8396204";"Si";
"40/000129";"Casa Rural";"4ª - 4 Estrellas";"SALTUS ALVUS-VIVIENDA PRINCIPAL";"Calle  TEJADILLO 1";"40170";"Segovia";"Sotosalbos";"SOTOSALBOS";"SOTOSALBOS";"639891220";"";"";"casarural.saltusalvus@gmail.com";"www.saltusalvus.bolgspot.com";"";"";"";"8";"-3,9428361";"41,0350071";"";
"40/000127";"Casa Rural";"3ª - 3 Estrellas";"LAS CASAS DE YAGÜE B";"Calle  REAL 18";"40520";"Segovia";"Ayllón";"SANTA MARIA DE RIAZA";"SANTA MARIA DE RIAZA";"921553308";"616755643";"";"yaguealonso@hotmail.com";"www.lascasasdeyague.com";"";"";"";"9";"-3,4038889";"41,4138889";"Si";
"05/000379";"Casa Rural de Alquiler";"2ª - 2 Estrellas";"LA CHIMENEA";"Calle SEVERIANO RODRIGUEZ S/N";"05560";"Ávila";"Villatoro";"VILLATORO";"VILLATORO";"626583505";"920230126";"";"";"";"";"";"";"2";"-5,1132493";"40,5558985";"";
"05/000380";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"PUENTE DE LAS AZUCENAS";"Camino CASERIOS DEL SUR (CAMINO DE ROLLARES)";"05500";"Ávila";"Piedrahíta";"PIEDRAHITA";"PIEDRAHITA";"608628534";"636779262";"";"info@casaspiedrahita.com";"www.casaspiedrahita.com";"";"";"";"8";"-5,3253091";"40,462736";"Si";
"49/000086";"Posada";"5ª - 5 Estrellas";"LA MULA DE LOS ARRIBES";"Calle Verónica 8";"49250";"Zamora";"Villardiegua de la Ribera";"VILLARDIEGUA DE LA RIBERA";"VILLARDIEGUA DE LA RIBERA";"980618079";"699970108";"";"lamuladelosarribes@hotmail.com";"www.lamuladelosarribes.com";"";"";"Si";"16";"-6,1821835";"41,5369465";"Si";
"40/000125";"Casa Rural";"3ª - 3 Estrellas";"LAS CASAS DE YAGÜE A";"Calle  REAL 18";"40594";"Segovia";"Ayllón";"SANTA MARIA DE RIAZA";"SANTA MARIA DE RIAZA";"921553308";"616755643";"";"yaguealonso@hotmail.com";"www.lascasasdeyague.com";"";"";"";"8";"-3,4038889";"41,4138889";"Si";
"42/000110";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LA COSTANILLA I - CASA GALLO";"Calle COSTANILLA 32-1";"26127";"Soria";"Montenegro de Cameros";"MONTENEGRO DE CAMEROS";"MONTENEGRO DE CAMEROS";"679846200";"";"";"lacostanilla@lacostanilla.com";"www.lacostanilla.com";"";"";"";"4";"-2,7513689";"42,0895484";"";
"42/000111";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"LA COSTANILLA II - CASA BUHO";"Calle LA COSTANILLA 32-1";"26127";"Soria";"Montenegro de Cameros";"MONTENEGRO DE CAMEROS";"MONTENEGRO DE CAMEROS";"679846200";"";"";"lacostanilla@lacostanilla.com";"www.lacostanilla.com";"";"";"";"4";"-2,7513689";"42,0895484";"Si";
"05/000383";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"AVENTURA";"Calle  VENERO CLARO 4";"05100";"Ávila";"Navaluenga";"NAVALUENGA";"NAVALUENGA";"662559905";"625060453";"";"info@navaluengarural.com";"www.navaluengarural.com";"";"";"";"7";"-4,7057041";"40,4126514";"Si";
"24/000294";"Hotel Rural";"3ª - 3 Estrellas";"HOTEL RURAL CHOUSA VERDE";"Calle NIEVES GONZÁLEZ 9";"24836";"León";"Vegacervera";"VEGACERVERA";"VEGACERVERA";"629678430";"";"";"JCRISTOBAL71@GMAIL.COM";"www.chousaverde.com";"";"";"";"16";"-5,5344659";"42,8860074";"Si";
"05/000385";"Casa Rural de Alquiler";"4ª - 4 Estrellas";"CAMINO DE GREDOS";"Avenida DE MADRID 206 2";"05430";"Ávila";"Adrada (La)";"ADRADA (LA)";"ADRADA (LA)";"686778048";"";"";"caminodegredos@hotmail.com";"www.caminodegredos.es";"";"";"";"10";"-4,63881";"40,30324";"Si";
"05/000386";"Casa Rural de Alquiler";"3ª - 3 Estrellas";"EL BOYO";"Calle DE LA IGLESIA 11";"05280";"Ávila";"Mingorría";"MINGORRIA";"MINGORRIA";"630544621";"";"";"evapilarlopez@gmail.com";"larinconerayelboyo.wix.com";"";"";"";"5";"-4,6653392";"40,7512112";"";
